abacus|n.算盘
euthanasia|n.安乐死
evacuate|v.疏散,撤出,排泄
evade|v.规避,逃避,躲避
evaluate|vt.评价,估计,求...的值v.评价
evaluation|n.估价,评价,赋值
evanescent|adj.渐消失的,易消散的,会凋零的
evangelical|n.信福音主义者adj.福音(书),新教会的
evangelist|n.圣经新约福音书的作者,福音传道者
evaporate|v.(使)蒸发,消失
evasive|adj.逃避的,推托的
eve|n.[诗]黄昏,前夕,前日
even|adj.平的,平滑的,偶数的,一致的,平静的,恰好的,平均的,连贯的adv.[加强语气]甚至(...也),连...都,即使,恰好,正当vt.使平坦,使相等vi.变平,相等n.偶数,偶校验
event|n.事件,事变,结果,活动,精力,竞赛
eventful|adj.变故多的,重要的,多事的
eventual|adj.<古>可能的,最后的,结局的,万一的,终于的
eventuality|n.不测的事,可能性,可能发生的事
eventually|adv.最后,终于
ever|adv.曾经,永远,不断地,在任何时候,究竟
evergreen|adj.常绿的n.常绿树,常绿植物
everlasting|adj.永恒的,持久的,无止境的,耐用的
evermore|adv.始终
every|adj.每一的,每个的,全部的,每隔...的
everybody|int.每个人,人人
everyday|adj.每天的,日常的,平常的,平凡的
everyone|pron.每个人,人人
everything|pron.每件事物,万事
everywhere|adv.各处,到处
evict|v.驱逐,逐出(租户),收回(租屋、租地等)
eviction|n.逐出,赶出
evidence|n.明显,显著,明白,迹象,根据,[物]证据,证物
evident|adj.明显的,显然的
evidently|adv.明显地,显然
evil|adj.邪恶的,带来麻烦的,不幸的,有害的,诽谤的n.邪恶,不幸,罪恶
evince|vt.表明,表示
evocative|adj.唤出的,唤起的
evoke|vt.唤起,引起,博得
evolution|n.进展,发展,演变,进化
evolutionary|进化的
evolve|v.(使)发展,(使)进展,(使)进化
ewe|n.母羊
exacerbate|vt.恶化,增剧,激怒,使加剧,使烦恼
exact|adj.精确的,准确的,原样的,精密的,严格vt.强求,急需,要求
exactly|adv.正确地,严密地
exaggerate|v.夸大,夸张
exalt|v.晋升
exaltation|n.提升,提高,兴奋,得意洋洋
exalted|adj.尊贵的,高位的,兴奋的,高尚的
exam|n.考试,测验
examination|n.考试,检查,细查
examine|v.检查,调查,考试
example|n.例子,实例,例题,范例,榜样,鉴戒,实例
exasperate|v.激怒
excavate|v.挖掘,开凿,挖出,挖空
exceed|vt.超越,胜过vi.超过其他
exceedingly|adv.非常地,极度地
excel|v.优秀,胜过他人
excellence|n.优秀,卓越,优点,美德
excellency|n.阁下,优点
excellent|adj.卓越的,极好的
except|vt.除,把...除外,反对,不计vi.反对prep.除了...之外,若不是,除非conj.只是,要不是
exception|n.除外,例外,反对,异议
exceptional|adj.例外的,异常的
excerpt|n.vt.摘录,引用
excess|n.过度,剩于,无节制,超过,超额adj.过度的,额外的
excessive|adj.过多的,过分的,额外
exchange|vt.交换,调换,兑换,交流,交易n.交换,调换,兑换,交流,交易
excise|n.消费税,货物税,国产税vt.收税,切除
excitable|adj.能被激动的,易兴奋的,易激动的,过敏的
excite|vt.刺激,使兴奋,使激动vi.<口>兴奋,激动
excited|兴奋的
excitement|n.刺激,兴奋,激动,搔动
exciting|adj.令人兴奋的,使人激动的
exclaim|v.呼喊,惊叫,大声叫
exclamation|n.惊呼,感叹惊叹,惊叹词
exclude|vt.拒绝接纳,把...排除在外,排斥
exclusion|n.排除,除外,被排除在外的事物
exclusive|adj.排外的,孤高的,唯我独尊的,独占的,唯一的,高级的
exclusively|adv.排外地,专有地
excursion|n.远足,游览,短程旅行,远足队,离题,[物]偏移,漂移
excusable|adj.可原谅的,可容许的,言之有理的,可免除的
excuse|vt.原谅,申辩,做为...的托辞,为...免去n.饶恕,致歉,理由,口实,借口,清借条,免去
execrable|adj.该咒的,可憎恨的,讨厌的,恶劣的,坏透的
execute|vt.执行,实行,完成,处死,制成,[律]经签名盖章等手续使(证书)生效
execution|n.实行,完成,执行,死刑,制作,(武器等的)破坏效果,杀伤力
executioner|n.死刑执行人,刽子手
executive|adj.实行的,执行的,行政的n.执行者,经理主管人员
executor|n.被指定遗嘱执行者,执行者
exemplary|adj.可仿效的,可做模范的,警戒性的,惩戒性的
exemplify|vt.例证,例示,作为...例子
exempt|v.免除adj.被免除的
exercise|n.练习,习题,训练,锻炼,演习v.训练,锻炼vt.行使,使担扰
exert|vt.尽(力),施加(压力等),努力v.发挥,竭尽全力,尽
exhale|v.呼气,发出,发散,<古>使蒸发
exhaust|vt.用尽,耗尽,抽完,使精疲力尽vi.排气n.排气,排气装置adj.用不完的,不会枯竭的
exhaustive|adj.无遗漏的,彻底的,详尽的,无遗的
exhibit|vt.展出,陈列n.展览品,陈列品,展品v.展示
exhibition|n.表现,展览会,展览品,显示
exhibitor|n.展出者,显示者
exhilarate|vt.使高兴,使愉快
exhilarating|adj.令人喜欢的,爽快的,使人愉快的
exhort|v.劝诫,忠告
exile|n.放逐,充军,流放,流犯,被放逐者vt.放逐,流放,使背井离乡
exist|vi.存在,生存,生活,继续存在
existence|n.存在,实在,生活,存在物,实在物
existent|adj.存在的,生存的,现存的n.存在的事物,生存者
existential|adj.有关存在的,[哲]存在主义的,[逻]存在判断的
existentialist|n.存在主义者adj.存在主义的
exit|n.出口,太平门,退场,去世vi.退出,脱离,去世[计]离开当前命令行外壳
exodus|n.大批的离去,[theE-](古代以色列人)出埃及
exonerate|vt.免除,证明无罪
exorcise|vt.驱邪,除怪
exorcize|vt.驱邪,除怪
exotic|adj.异国情调的,外来的,奇异的
expand|vt.使膨胀,详述,扩张vi.张开,发展
expanse|n.宽阔的区域,宽阔,苍天,膨胀扩张
expansion|n.扩充,开展,膨胀,扩张物,辽阔,浩瀚
expansive|adj.易膨胀的,易扩张的,广阔的,豪爽的,豪华的
expect|vt.期待,预期,盼望,指望,<口>(料)想,认为
expectancy|n.期待,期望
expectant|adj.预期的,期待的,[律](有继承权而)期待占有的n.预期者,期待者
expectation|n.期待,预料,指望,展望,[数]期望(值)
expedient|adj.有利的n.权宜之计
expedite|v.加速,派出adj.畅通的,迅速的
expedition|n.远征,探险队,迅速,派遣
expel|v.驱逐,开除,排出,发射
expend|vt.花费,消耗,支出,[海]把(暂时不用的绳)绕在杆上
expenditure|n.支出,花费
expense|n.费用,代价,损失,开支,费钱之物
expensive|adj.花费的,昂贵的
experience|n.vt.经验,体验,经历,阅历
experienced|v.经历adj.富有经验的
experiment|n.实验,试验vi.进行实验,做试验
expert|n.专家,行家,[军](特等)射手adj.老练的,内行的,专门的vt.在...中当行家,当专家
expertise|n.专家的意见,专门技术
expiration|n.满期,呼出,呼气,<古>终止
expire|v.期满,终止,呼气,断气,届满
expiry|n.满期,呼气,终了,终结
explain|v.解释,说明
explanation|n.解释,解说,说明,辩解,互相讲明
explanatory|adj.说明的,解释性
explicable|adj.可说明的,可解释的
explode|vt.使爆炸vi.爆炸,爆发,破除,推翻,激发
exploit|vt.开拓,开发,开采,剥削,用以自肥v.使用
exploration|n.探险,踏勘,探测,[医](伤处等的)探查,探察术
exploratory|adj.探险的,探测的
explore|v.探险,探测,探究
explorer|[计]Windows资源管理器n.探险家,探测者,探测器
explosion|n.爆发,发出,爆炸,[矿]煤气爆炸
explosive|adj.爆炸(性)的,爆发(性)的,暴露n.爆炸物,炸药
exponent|n.解释者,说明者,代表者,典型,指数
export|vt.输出n.出口货,输出,出口,出口商品v.出口
exporter|n.输出者,出口商
expose|vt.使暴露,受到,使曝光v.揭露
exposition|n.博览会,展览会,说明,曝露,[戏]展示部分,[音]呈示部
exposure|n.暴露,揭露,暴光,揭发,揭露,位向,方向,陈列
expound|v.详细说明,解释
expression|n.表达,表情,脸色,声调,腔调,榨出,语法,措辞n.[数]式,表达式,符号
expressive|adj.表现的,表达...的,有表现力的,富于表情的
expressly|adv.明白地,特别地,清楚地
expressway|n.高速道路
expropriate|vt.没收,征用,剥夺
expulsion|n.逐出,开除
expunge|v.擦去
expurgate|v.删除
exquisite|adj.优美的,高雅的,精致的,剧烈的,异常的,细腻的,敏锐的
extant|adj.现存的,未毁的,<古>突出的,显著的
extend|v.扩充,延伸,伸展,扩大[军]使疏开,给予,提供,演化出的全文,<英>[律]对(地产等)估价
extension|n.延长,扩充,范围n.扩展名adj.[逻]外延的,客观现实的
extensive|adj.广大的,广阔的,广泛的
extent|n.广度,宽度,长度,范围,程度,区域,[律]<英>扣押,<美>临时所有权令
exterior|adj.外部的,外在的,表面的,外交的,[建](适合)外用的n.外部,表面,外型
exterminate|v.消除
external|adj.外部的,客观的,[医]外用的,外国的,表面的n.外部,外面
extinct|adj.熄灭的,灭绝的,耗尽的vt.<古>使熄灭
extinction|n.消失,消灭,废止,[物]消光
extinguish|vt.熄灭,消灭,压制,使黯然失色,偿清
extinguisher|n.熄灭者,灭火器
extol|v.赞美
extort|v.敲诈,逼取,强取,勒索
extortionate|adj.敲诈的,过高的,昂贵的,勒索的
extra|adj.额外的,不包括在价目内的,特大的,特佳的adv.特别地,非常,另外n.额外的人(或物),(报纸)号外,上等产品,(电影)临时演员
extract|n.精,汁,榨出物,摘录,选粹vt.拔出,榨取,开方,求根,摘录,析取,吸取
extraction|n.抽出,取出,[化]提取(法)萃取法,抽出物,摘要,血统,[数]开方(法)
extractor|n.拔取的人,抽出者,抽出器,[医]提出器,[军]退弹簧
extracurricular|adj.课外的,业余的
extradite|vt.引渡,受...引渡
extraneous|adj.无关系的,外来的,[化]外部裂化,[化]新异反射
extraordinary|adj.非常的,特别的,非凡的,特派的
extrapolate|v.推断,[数]外推
extraterrestrial|adj.地球外的,宇宙的
extravagance|n.奢侈,铺张,过度,放纵的言行
extravagant|adj.奢侈的,浪费的,过分的,放纵的
extravert|n.外向的人,好活动而不爱思想的人v.使思想外倾
extreme|adj.尽头的,极端的,极度的,偏激的,最后的n.极端,极端的事物
extremely|adv.极端地,非常地
extremism|n.极端的倾向,过激主义,极端论
extremist|n.极端主义者,过激分子adj.极端主义(者)
extremity|n.末端,极端,极度,穷困,绝境,临死,非常手段,手足
extricate|vt.使解脱,救出,使(气体)游离,放出
extrovert|n.性格外向者
exuberant|adj.繁茂的,丰富的,非凡的,(语言等)华而不实的
exude|v.(使)流出,(使)渗出,发散开来
exult|vi.非常高兴,欢跃
eye|n.眼睛,视力,眼光,观点,见解,眼状物,风吹来的方向,[气]风眼vt.看,注视,在...上打眼
eyeball|n.眼球,眼珠子
eyebrow|n.眉毛
eyebrow|n.眉毛
eyeglass|n.镜片,[复]眼镜
eyelash|n.睫毛
eyeless|adj.盲目的
eyelid|n.眼皮,眼睑
eyesight|n.视力,目力
eyesore|n.丑的东西,眼中钉
eyewash|n.洗眼水,<俚>胡话,空话,拍马,奉承,骗局,表面文章
eyewitness|n.目击者,见证人
fable|n.寓言,神话,谎言vi.讲故事,编寓言,煞有其事地讲述
fabric|n.织品,织物,布,结构,建筑物,构造
fabricate|vt.制作,构成,捏造,伪造,虚构
fabulous|adj.寓言中的,寓言般的,神话般的,传统上的,惊人的,难以置信的
facade|n.正面
face|n.脸,面容,表情,威信,正面,地形,外观vt.面对,面向,面临,承认,抹盖vi.朝,向
facet|n.(多面体的)面,(宝石等的)刻面,小平面,方面,琢面vt.在...上刻画
facial|adj.面部的
facile|adj.易做到的,易得到的,不花力气的,敏捷的,流畅的,(性格)柔顺的,温和的,容易的
facilitate|vt.（不以人作主语的）使容易,使便利,推动,帮助,使容易,促进
facility|n.容易,简易,灵巧,熟练,便利,敏捷,设备,工具
facing|n.衣服等的贴边,饰面
facsimile|n.摹写,传真
fact|n.事实,实际,实情,真相,(犯罪)行为,论据
faction|n.派别,小集团,派系斗争,小派系,内讧
factitious|adj.人为的,做作的,不自然的
factor|n.因素,要素,因数,代理人
factory|n.工厂,制造厂,商住花园外的代理
factual|adj.事实的,实际的
faculty|n.才能,本领,能力,全体教员,(大学的)系,科,(授予的)权力
fad|n.时尚,一时流行的狂热,一时的爱好
fade|vi.(声音等)减弱下去,褪色,消失,枯萎,凋谢vt.使褪色n.淡入,淡出adj.乏味的,平淡的
fag|n.吃力的工作,疲劳,苦工vi.努力地工作vt.使劳累
Fahrenheit|adj.华氏温度计的n.华氏温度计,华氏温度计
failing|n.失败,缺点,弱点,过失prep.如果没有...adj.失败的
failure|n.失败,失败者,缺乏,失灵,故障,破产,疏忽,<美>不及格
faint|n.昏晕,昏倒adj.虚落地,衰弱的,软弱的,无力的,微弱的,暗淡的,模糊的vi.昏晕,昏倒,变得微弱,变得没气力
fainthearted|adj.懦弱的,胆小的,无精神的
fair|adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴
fairground|n.举行赛会的场所,露天市场
fairly|adv.公正地,正当的,公平对待某人,公平地,相当地,还算,清楚地
fairness|n.公平,正直,美好,明亮,清晰,适当,顺利性
fairway|n.航路,[空]水上飞机升降用的水面跑道
fairy|n.仙女,精灵,<美俚>漂亮姑娘adj.仙女的
fairyland|n.仙境,乐园,奇境
faith|n.信任,信念,宗教信仰,忠实,保证,诺言,约定
faithful|adj.守信的,忠实的,详确的,可靠的n.信徒
faithfully|adv.忠诚地,如实地,切实遵守地
fake|n.假货,欺骗adj.假的vt.伪造,赝造,捏造,假造,仿造vi.伪装
falcon|n.[动](猎鸟用的)猎鹰
fall|n.秋天,落下,瀑布,降低,落差,采伐量,堕落,下降vi.倒下,落下,来临,失守,变成,垮台,下跌,阵亡vt.<美><英方>击倒,砍倒(树木)adj.秋天的
fallacious|adj.谬误的,靠不住的,虚妄的,令人失望的,虚伪的,使人误解的,不合理的
fallacy|n.谬误,谬论
fallible|adj.易错的,可能犯错的
falsehood|n.谬误,不真实,谎言,虚假
falsetto|n.[音]假音,假声歌手
falsify|v.伪造
falsity|n.虚伪,虚假,不老实,不忠实,谎言
falter|vt.支吾地说,结巴地讲出vi.支吾,蹒跚踉跄,摇摆,(声音)颤抖n.颤抖,支吾,踌躇
fame|n.名声,名望,传说,<古>传闻vt.(常用被动语态)使闻名,使有名望,盛传
famed|adj.著名的,闻名的
familial|adj.家族的,家庭的
familiar|adj.熟悉的,常见的,听惯的,亲近的,随便的n.密友,熟客,常客
familiarize|v.熟悉
family|n.家庭,家族,家属,亲属,子女,僚属adj.家庭的,家族的
famine|n.饥荒,<古>饥饿,严重的缺乏
famous|adj.著名的,出名的,<口>极好的,令人满意的
fan|n.扇子,鼓风机,风扇,迷,狂热者,爱好者vt.煽动,刺激,扇,吹拂vi.飘动,成扇形散开
fanatic|n.狂热者,盲信者,入迷者adj.狂热的,盲信的
fanciful|adj.爱空想的,奇怪的,稀奇的,想像的
fancy|adj.奇特的,异样的vt.想象,设想,认为,爱好,自负n.爱好,迷恋,想象力
fantasize|v.梦想,幻想
fantastic|adj.幻想的,奇异的,稀奇古怪的,荒谬的,空想的
fantasy|n.幻想,白日梦
far|adj.(常用于书面语)远的,久远的,遥远的adv.(表示空间或时间上的距离)远,很远,遥远地,久远地,甚远地,很,很晚地n.远处,远方
faraway|adj.遥远的,久远的,恍惚的,出神的,朦胧的
farce|n.笑剧,闹剧,滑稽剧,胡闹vt.<古>填塞,为(演讲,作品等)加穿插
fare|n.费用,旅客,食物vi.遭遇,进展,进步,经营,过活
farewell|n.辞别,再见,再会int.再会,别了!(常含有永别或不容易再见面的意思)
farfetched|adj.牵强的
farm|n.农场,农庄,农田vt.耕种vi.种田,务农,经营农场,从事畜牧
farmer|n.农夫,百姓,农民,农场主,承包主,牧场主,畜牧者
farmhand|n.农业工人，农场工人；雇农
farmhouse|n.农场里的住房,农舍,农家
farming|n.耕作,农业,农事,畜牧
farmland|n.农田
farmyard|n.农场建筑物周围的空地,农家庭院
farsighted|adj.有远见的
farther|adj.更远的,进一步的adv.更远地,再往前地,此外,far的比较级
fascinate|vt.使着迷,使神魂颠倒vi.入迷,极度迷人的
fascinating|adj.迷人的,醉人的,着魔的
fascination|n.魔力,入迷,魅力,迷恋,强烈爱好
fascism|n.法西斯主义,极端的国家主义
Fascism|法西斯主义
Fascist|法西斯主义的法西斯主义者的法西斯党的法西斯主义者
fashion|n.样子,方式,流行,风尚,时样vt.形成,造,作,把...塑造成,使适应,使适合,改革,改变
fashionable|adj.流行的,时髦的
fasten|vt.扎牢,扣住,闩住,拴紧,使固定,系,集中于,强加于vi.扣紧,抓住
fastening|n.扣紧,扎牢,系结物,结扎工,结扎者
fastidious|adj.难取悦的,挑剔的,苛求的,(微生物等)需要复杂营养地
fat|n.脂肪,肥肉adj.肥大的,丰满的,肥的,胖的,油腻的n.文件分配表vt.养肥,在...中加入脂肪vi.长肥
fatal|adj.致命的,重大的,命运注定的,不幸的,致命的,毁灭性的
fatalism|n.宿命论
fatality|n.命运决定的事物,不幸,灾祸,天命
fate|n.天数,命运,运气vt.注定,送命
fated|adj.宿命的,受命运支配的,命中注定的
fateful|adj.宿命的,重大的,决定性的,致命性的,预言性的
father|n.父亲,岳父,公(丈夫的父亲),祖先,前辈,长辈,神父,创始者vt.当...的父亲,保护,创立,治理,发明,培养
fatherland|n.祖国
fathom|n.长度单位(6英尺)vt.测量深度,看穿,彻底了解vi.测深,进行探索
fatigue|n.疲乏,疲劳,累活,[军]杂役vt.使疲劳,使心智衰弱vi.疲劳
fatten|vi.长肥,(靠...)发财,养肥vt.养肥,使肥沃,使充实,使肥胖
fatuous|adj.愚昧的,昏庸的,发呆的,愚笨的,自满的
faucet|n.龙头,旋塞,(连接管子的)插口
fault|n.过错,缺点,故障,毛病vt.挑剔vi.弄错
faulty|adj.有过失的,有缺点的,不完美的,不完善的
